artist,song,emotion,variance,Genre,Release Date,Key,Tempo,Loudness,Explicit,Popularity,Energy,Danceability,Positiveness,Speechiness,Liveness,Acousticness,Instrumentalness
Alan Parsons Project,(The System Of) Doctor Tarr And Professor Fether,joy,0.3844155844155844,progressive,1976,A# Maj,85,-7.69,No,41,70,50,65,3,15,31,0
Alan Parsons Project,The Tell-Tale Heart,sadness,0.019,progressive,1976,C min,124,-11.36,No,35,51,53,17,4,7,9,2
Alan Parsons Project,The Turn Of A Friendly Card,joy,0.0744791666666666,progressive,1980,D min,177,-12.0,No,55,28,48,48,3,67,62,0
Alan Parsons Project,The Turn Of A Friendly Card (Part 1),joy,0.1076923076923077,progressive,1980,D min,178,-16.96,No,17,18,47,51,4,64,57,0
Alan Parsons Project,The Turn Of A Friendly Card (Part One),joy,0.0544444444444444,progressive,1980,D min,177,-12.0,No,55,28,48,48,3,67,62,0
Alan Parsons Project,The Voice,fear,-0.04,progressive,1977,G# Maj,114,-18.88,No,33,30,72,55,4,38,37,29
Alan Parsons Project,There But For The Grace Of God,sadness,0.3227272727272727,progressive,2008,A min,120,-7.82,No,18,54,58,49,3,59,8,0
Alan Parsons Project,Time,joy,0.5,progressive,1980,F min,147,-12.7,No,55,35,34,11,3,14,27,7
Alan Parsons Project,We Play The Game,joy,0.16875,progressive,1982,E Maj,111,-15.41,No,68,40,62,4,3,11,6,91
Aled Jones,Make Me A Channel Of Your Peace,joy,0.4966666666666667,world,2019,D Maj,136,-8.72,No,38,35,20,8,3,9,95,58
Aled Jones,Walking In The Air,joy,0.1670188492063491,world,2023,D min,95,-21.48,No,11,10,41,24,5,11,99,86
Alice Cooper,Apple Bush,joy,0.063025664811379,rock,1969,G Maj,79,-11.68,No,14,67,34,46,6,17,91,0
Alice Cooper,Ballad Of Dwight Fry,sadness,-0.0486217948717948,rock,1971,E min,88,-15.0,No,44,35,44,35,3,17,33,0
Alice Cooper,Be My Lover,joy,0.2576923076923077,rock,1971,D Maj,118,-15.45,No,40,43,53,55,5,8,11,0
Alice Cooper,Be With You Awhile,joy,-0.0574074074074073,rock,1989,D min,119,-5.51,No,74,91,28,26,11,18,3,0
Alice Cooper,Between High School And The Old School,joy,0.1521008403361345,rock,2024,C# Maj,128,-2.57,No,12,95,41,54,6,26,0,3
Alice Cooper,Blue Turk,sadness,-0.3046875,rock,1972,D min,134,-11.95,No,27,57,44,43,4,20,40,0
Alice Cooper,"Changing, Arranging",fear,0.1461111111111111,rock,1969,D Maj,121,-11.82,No,14,64,27,27,6,8,70,0
Alice Cooper,Clones (We're All),sadness,-0.1121794871794871,rock,2024,G Maj,122,-8.99,No,0,73,68,90,4,8,6,0
Alice Cooper,Crawlin',fear,0.0032142857142857,rock,1986,A Maj,137,-10.36,No,18,79,59,76,4,9,1,0
Alice Cooper,Damned If You Do,love,0.1600877192982456,rock,1977,G Maj,143,-9.96,No,16,96,60,87,3,32,14,0
Alice Cooper,Dead Babies,sadness,-0.1140789794921874,rock,1971,G Maj,95,-15.87,No,30,47,36,20,5,71,72,7
Alice Cooper,Department Of Youth,sadness,-0.1393560606060606,rock,1975,F Maj,122,-7.55,No,36,91,53,64,4,49,20,0
Alice Cooper,Desperado,sadness,-0.1410934744268077,rock,1971,F Maj,122,-15.36,No,34,31,48,37,3,15,58,7
Alice Cooper,Devil's Food,joy,0.3537037037037037,rock,1975,A Maj,120,-9.58,No,32,52,55,31,42,46,43,0
Alice Cooper,Didn't We Meet,fear,0.1357142857142857,rock,1976,C Maj,138,-12.55,No,23,64,53,38,5,11,37,0
Alice Cooper,Die For You,joy,0.0958333333333333,rock,1991,D Maj,200,-8.67,No,34,61,34,55,4,8,6,0
Alice Cooper,Dirty Diamonds,anger,-0.2729999999999999,rock,2005,C Maj,88,-9.0,No,26,49,68,67,2,14,45,0
Alice Cooper,Disgraceland,joy,0.0062071846282372,rock,2002,A# min,96,-6.63,No,13,87,61,72,6,30,0,2
Alice Cooper,Enough's Enough,sadness,-0.0071631493506493,rock,1983,F Maj,84,-9.14,Yes,18,65,62,63,3,23,5,0
Alice Cooper,For Britain Only,anger,-0.0258796296296296,rock,2018,G Maj,127,-10.45,No,2,88,77,80,4,30,19,0
Alice Cooper,Gail,love,0.0166666666666666,rock,1987,A min,120,-15.68,No,18,31,48,34,3,51,20,1
Alice Cooper,Give It Up,joy,0.0383487654320987,rock,1986,A min,147,-10.94,No,18,85,54,74,4,19,1,0
Alice Cooper,Give The Radio Back,fear,-0.0326672335600907,rock,1987,A min,136,-9.61,No,20,92,51,34,6,75,1,0
Alice Cooper,Goin' To The River,sadness,0.0857142857142857,rock,1969,B min,141,-6.86,No,5,73,40,84,4,33,1,0
Alice Cooper,Headlines,joy,0.2809884559884559,rock,1980,C Maj,94,-13.08,No,15,68,61,62,7,10,2,0
Alice Cooper,He's Back,anger,-0.0999999999999999,rock,1986,A min,120,-11.06,No,46,56,78,94,3,21,14,0
Alice Cooper,I Better Be Good,joy,0.5232558139534889,rock,1982,G Maj,111,-12.66,No,13,66,61,89,4,36,9,0
Alice Cooper,I Just Wanna Be God,joy,0.0227272727272727,rock,2002,F# Maj,160,-5.9,No,13,91,46,54,5,6,0,0
Alice Cooper,I Like Girls,joy,0.2295454545454545,rock,1982,A Maj,159,-14.63,No,15,58,77,91,13,21,21,0
Alice Cooper,I Love America,joy,0.356809163059163,rock,1983,C Maj,83,-10.9,No,18,66,44,51,7,39,25,0
Alice Cooper,I Miss You,anger,-0.2046874999999999,rock,1989,D min,119,-5.51,No,74,91,28,26,11,18,3,0
Alice Cooper,I Never Wrote Those Songs,joy,-0.07,rock,1977,A min,103,-15.45,No,19,33,38,11,3,19,50,0
Alice Cooper,I'm Alive,fear,0.0427211934156378,rock,1982,D Maj,185,-12.98,No,13,91,34,58,7,56,4,4
Alice Cooper,It's Much Too Late,anger,-0.0192810457516339,rock,2002,D Maj,164,-4.91,No,12,72,49,44,3,11,0,0
Alice Cooper,Killer,love,0.3055555555555555,rock,1971,A min,125,-17.45,No,27,34,35,38,4,85,61,59
Alice Cooper,Lace And Whiskey,love,-0.0028292181069958,rock,2024,A min,131,-10.57,No,0,71,63,83,4,24,42,0
Alice Cooper,Love's A Loaded Gun,anger,0.0758281573498964,rock,1991,F Maj,84,-9.22,No,44,76,44,35,4,33,3,0
Alice Cooper,Lullaby,fear,0.0899107142857142,rock,1994,D Maj,190,-10.95,No,17,54,27,28,6,11,4,0
Alice Cooper,Millie And Billie,sadness,-0.0776190476190476,rock,1978,B min,122,-17.42,No,24,23,56,20,4,9,40,0
Alice Cooper,Nuclear Infected,joy,0.1384627525252525,rock,1980,E Maj,178,-10.7,No,17,82,44,82,6,51,8,0
Alice Cooper,Poison,anger,0.1675438596491228,rock,1989,D min,119,-5.51,No,74,91,28,26,11,18,3,0
Alice Cooper,Refrigerator Heaven,fear,0.037037037037037,rock,1970,A# min,124,-12.45,No,17,81,40,49,21,87,3,0
Alice Cooper,Remarkably Insincere,anger,0.1333333333333333,rock,1982,G Maj,186,-13.26,No,13,83,46,76,8,32,15,2
Alice In Chains,Angry Chair,anger,-0.2119047619047619,alternative,1992,G# Maj,107,-6.3,No,55,94,32,16,8,4,4,0
Alice In Chains,Dam That River,sadness,-0.0571428571428571,alternative,1992,F# min,124,-5.55,No,62,91,43,47,8,47,1,0
Alice In Chains,Fat Girls,joy,0.1887767425810904,alternative,1992,F# Maj,101,-7.98,No,76,83,30,59,4,9,0,0
Alice In Chains,God Smack,love,0.1240865384615384,alternative,1992,A# min,124,-6.39,No,51,93,52,39,7,11,1,0
Alice In Chains,Grind,joy,0.2652777777777778,alternative,1995,B Maj,88,-6.0,No,54,88,39,36,4,50,0,0
Alice In Chains,Heaven N' Hell,joy,0.1330578512396694,alternative,1992,F# Maj,101,-7.98,No,76,83,30,59,4,9,0,0
Alice In Chains,Love Song,sadness,-0.0136363636363636,alternative,1992,F# Maj,101,-7.98,No,76,83,30,59,4,9,0,0
Alice In Chains,No Excuses,joy,-0.1188271604938271,alternative,1994,D# Maj,117,-6.01,No,66,84,53,72,3,7,2,0
Alice In Chains,Over The Edge,joy,0.2857142857142857,alternative,1992,F# Maj,101,-7.98,No,76,83,30,59,4,9,0,0
Alice In Chains,Private Hell,anger,0.0402941176470588,alternative,2009,A# min,104,-5.19,Yes,36,85,39,35,3,8,0,16
Alice In Chains,Put You Down,joy,-0.1460185185185185,alternative,1990,F min,114,-8.15,No,49,90,36,57,6,35,0,0
Alice In Chains,Queen Of The Rodeo,anger,-0.1,alternative,1993,A# min,146,-8.16,No,24,75,21,40,5,97,1,9
Alice In Chains,Real Thing,anger,-0.0177272727272727,alternative,1990,G# Maj,123,-7.34,Yes,47,88,34,26,9,7,1,0
Alice In Chains,Rooster,anger,0.0374999999999999,alternative,1992,D# Maj,144,-8.46,No,72,55,27,20,3,12,3,0
Alice In Chains,Rotten Apple,sadness,0.1769230769230769,alternative,1994,D# min,147,-9.0,No,64,64,31,43,4,6,22,12
Alice In Chains,Sealed With A Kiss,sadness,0.6160714285714286,alternative,1990,G# Maj,106,-7.57,Yes,77,79,36,76,5,10,0,0
Alice In Chains,Shame In You,sadness,-0.0497619047619047,alternative,1995,G# Maj,141,-7.96,No,49,60,32,18,3,12,0,2
Alice In Chains,Sickman,sadness,-0.0642517006802721,alternative,1992,C# Maj,139,-5.55,No,52,91,29,27,10,9,1,0
Alice In Chains,Stay,fear,-0.24,alternative,1994,F# Maj,81,-7.07,No,64,78,17,28,4,8,5,0
Alice In Chains,Sunshine,joy,0.0232804232804232,alternative,1990,C# Maj,77,-7.01,No,51,79,18,37,5,16,0,0
Alice In Chains,Swing On This,joy,0.2694841269841269,alternative,1994,F Maj,130,-8.05,No,51,76,41,45,4,35,4,10
Alice In Chains,Whatcha Gonna Do,sadness,-0.077579365079365,alternative,1999,C# Maj,151,-4.21,No,27,99,39,54,10,6,3,0
Alison Krauss,But You Know I Love You,sadness,0.2204545454545454,folk,2003,D Maj,130,-10.43,No,24,43,46,49,4,97,61,0
Alison Krauss,Dimming Of The Day,sadness,-0.0319444444444444,folk,2011,G Maj,165,-14.49,No,29,13,34,33,3,12,92,0
Alison Krauss,Dreaming My Dreams With You,love,0.1015151515151515,folk,1999,F# Maj,91,-14.49,No,19,14,52,29,3,9,82,0
Alison Krauss,Faraway Land,fear,0.0221117424242424,folk,2003,G min,119,-10.15,No,23,62,47,50,4,67,67,0
Alison Krauss,Foolish Heart,sadness,0.1555916305916306,folk,1987,E Maj,104,-17.28,No,27,35,43,94,4,11,68,0
Alison Krauss,Fortune Teller,love,0.1091880341880341,folk,2007,C# Maj,129,-8.52,No,30,65,67,81,5,18,5,5
Alison Krauss,Gentle River,sadness,0.254040404040404,folk,2017,G# Maj,107,-11.48,No,24,23,33,11,3,10,91,0
Alison Krauss,Gravity,joy,0.0412698412698412,folk,2004,B Maj,130,-11.43,No,33,30,57,19,3,9,76,0
Alison Krauss,Here Comes Goodbye,sadness,0.0714285714285714,folk,1989,D Maj,152,-14.75,No,11,28,58,82,3,38,65,1
Alison Krauss,I Can Let Go Now,joy,-0.0052958152958152,folk,1997,C# Maj,140,-15.91,No,20,15,51,10,3,11,88,0
Alison Krauss,If I Give My Heart,sadness,0.5499999999999999,folk,1987,E Maj,104,-15.47,No,12,19,58,58,3,34,74,0
Alison Krauss,In The Palm Of Your Hand,anger,0.1054070929070928,folk,1995,A# Maj,111,-12.93,No,33,23,62,33,3,14,88,0
Alison Krauss,It Doesn't Matter,love,0.75,folk,1997,D min,152,-15.0,No,38,12,38,9,3,13,86,0
Alison Krauss,It's Over,sadness,0.0763888888888888,folk,1990,F Maj,121,-9.42,No,16,22,49,32,3,36,77,0
Alison Krauss,Jesus Help Me To Stand,anger,0.1170454545454545,folk,1992,D# Maj,136,-22.68,No,25,7,46,28,4,8,96,0
Alison Krauss,Jubilee,sadness,0.3051948051948052,folk,1995,D# Maj,172,-12.35,No,65,24,51,39,3,8,75,0
Alison Krauss,Killing The Blues,sadness,0.12,folk,2007,D Maj,74,-11.66,No,45,44,54,40,2,15,58,49
Alison Krauss,Lay Down Beside Me,joy,0.2222222222222222,folk,2007,F Maj,75,-12.33,No,39,25,34,27,3,8,62,0
Alison Krauss,Lay My Burden Down,sadness,0.1101136363636363,folk,2011,E Maj,92,-14.82,No,30,35,56,35,3,12,88,0
Alison Krauss,Lie Awake,sadness,0.0419047619047618,folk,2011,G# Maj,106,-13.11,No,26,35,70,42,3,5,80,0
Alison Krauss,Lord Don't Forsake Me,sadness,0.0916666666666666,folk,1989,C min,132,-18.05,No,29,14,57,59,3,19,86,0
Alison Krauss,Lucky One,joy,0.3786324786324787,folk,2001,A# Maj,169,-11.45,No,49,37,44,73,3,11,81,0
Alison Krauss,Maybe,sadness,0.3096482683982684,folk,2003,F# Maj,112,-11.14,No,23,33,42,23,4,67,72,0
Alison Krauss,On The Borderline,sadness,0.1556608946608946,folk,1987,D Maj,101,-15.24,No,12,33,51,86,3,7,69,0
Alison Krauss,Paper Airplane,sadness,0.1591666666666666,folk,2011,C# min,160,-12.18,No,34,30,44,23,3,12,79,0
Alison Krauss,Pastures Of Plenty,joy,0.0968253968253968,folk,2004,D Maj,134,-9.02,No,21,40,63,30,3,6,58,0
Alison Krauss,Shield Of Faith,sadness,0.29,folk,1992,B Maj,96,-15.04,No,27,37,66,81,3,12,75,4
Alison Krauss,Shimmy Down The Chimney (Fill Up My Stocking),love,0.0061342592592592,folk,2005,G Maj,100,-6.51,No,14,60,72,47,3,8,80,0
Alison Krauss,That Kind Of Love,sadness,0.2951388888888888,folk,1999,C# Maj,143,-14.69,No,18,20,38,15,3,18,84,0
Alison Krauss,What'll I Do,sadness,0.1333333333333333,folk,2003,A Maj,94,-13.07,No,16,24,19,22,3,21,95,22
Alison Krauss,When God Dips His Pen Of Love In My Heart,joy,0.2666666666666666,folk,1995,C Maj,143,-14.91,No,32,18,50,36,4,11,83,0
Alison Krauss,Who Can Blame You,sadness,0.2875,folk,1992,D# Maj,193,-16.29,No,23,27,52,67,4,11,92,0
Alison Krauss,Will You Be Leaving,sadness,0.1028619528619528,folk,1990,C Maj,170,-5.89,No,16,74,49,90,4,28,37,0
Alison Krauss,Your Long Journey,joy,0.0818181818181818,folk,2007,E Maj,74,-11.21,No,30,27,30,23,3,8,82,0
Allman Brothers Band,Ain't No Good To Cry,anger,0.0453598484848484,rock,1970,G Maj,94,-9.67,No,74,53,58,68,3,23,21,1
Allman Brothers Band,Bad Rain,sadness,-0.0933333333333332,rock,1991,C Maj,169,-10.55,No,15,67,40,77,6,38,31,0
Allman Brothers Band,Been Gone Too Long,sadness,-0.0884615384615384,rock,1970,G Maj,94,-9.67,No,74,53,58,68,3,23,21,1
Allman Brothers Band,Brothers Of The Road,sadness,0.1384426976532239,rock,1981,A Maj,132,-9.13,No,19,84,67,85,3,5,13,0
Allman Brothers Band,Demons,sadness,0.2507142857142857,rock,2012,G Maj,96,-6.56,No,0,83,57,32,3,18,67,0
Allman Brothers Band,Every Hungry Woman,sadness,-0.05,rock,1969,E min,98,-9.63,No,30,83,44,45,8,72,11,61
Allman Brothers Band,Good Time Feelin,joy,0.3087164502164502,rock,1970,G Maj,94,-9.67,No,74,53,58,68,3,23,21,1
Allman Brothers Band,Leavin',sadness,-0.0030612244897959,rock,1981,C Maj,180,-9.47,No,15,79,45,96,4,73,2,0
Allman Brothers Band,Let Me Ride,joy,0.0466847041847041,rock,1990,A Maj,133,-12.47,No,15,76,50,90,3,9,19,1
Allman Brothers Band,Mean Old World,anger,0.0795454545454545,rock,1970,G Maj,94,-9.67,No,74,53,58,68,3,23,21,1
Allman Brothers Band,Mean Woman Blues,love,0.0770833333333333,rock,1994,E min,137,-6.52,No,23,93,40,80,5,7,0,13
Allman Brothers Band,Midnight Blues,sadness,-0.0699999999999999,rock,1992,G Maj,95,-14.79,No,14,29,51,34,3,94,40,0
Allman Brothers Band,Morning Dew,sadness,0.09,rock,1972,B Maj,92,-21.64,No,57,20,49,58,4,11,97,94
Allman Brothers Band,Mystery Woman,fear,-0.0333333333333333,rock,1980,A Maj,140,-9.62,No,12,72,57,62,7,6,32,1
Allman Brothers Band,Nancy,sadness,-0.0769230769230769,rock,1969,E min,98,-9.26,No,56,64,32,58,3,9,33,34
Allman Brothers Band,Need Your Love So Bad,anger,-0.1154135338345864,rock,1979,C Maj,180,-12.36,No,19,36,34,42,3,10,13,0
Allman Brothers Band,Never Knew How Much,sadness,0.2341049382716049,rock,1981,D Maj,78,-10.28,No,20,60,49,69,3,13,7,0
Allman Brothers Band,No Money Down,joy,0.0433862433862433,rock,2013,C# Maj,179,-8.33,No,65,82,30,92,4,27,51,0
Allman Brothers Band,Old Friend,anger,-0.0823784722222221,rock,2024,G Maj,89,-11.0,No,42,42,45,62,5,8,54,0
Allman Brothers Band,Sail Away,joy,0.41,rock,1979,G Maj,145,-12.61,No,16,42,37,47,3,33,51,0
Allman Brothers Band,Sailin' 'cross The Devil's Sea,sadness,-0.0288515406162465,rock,1994,G Maj,95,-6.42,No,26,83,52,69,3,24,2,14
Allman Brothers Band,Shine It On,joy,0.1224999999999999,rock,1990,D Maj,101,-11.56,No,16,75,34,76,3,38,0,1
Allman Brothers Band,Straight From The Heart,sadness,0.2222222222222222,rock,1981,A Maj,132,-9.13,No,19,84,67,85,3,5,13,0
Allman Brothers Band,The Heat Is On,joy,0.1055299539170506,rock,1981,D Maj,157,-9.02,No,9,74,51,96,3,24,31,0
Allman Brothers Band,The Weight,sadness,0.0129960317460317,rock,1970,G Maj,94,-9.67,No,74,53,58,68,3,23,21,1
Allman Brothers Band,Things You Used To Do,sadness,-0.0444444444444444,rock,1981,F Maj,114,-8.58,No,17,86,57,93,3,18,6,2
Allman Brothers Band,Two Rights,sadness,-0.0588235294117646,rock,1981,C Maj,128,-8.68,No,10,83,66,88,4,14,40,0
Allman Brothers Band,Woman Across The River,sadness,0.3720238095238095,rock,2024,C Maj,179,-6.42,No,20,88,36,76,14,34,2,0
Allman Brothers Band,You Don't Love Me,sadness,0.2642857142857143,rock,1971,D Maj,92,-10.54,No,37,71,40,50,6,30,60,63
Alphaville,Afternoons In Utopia,joy,0.225,pop,1986,G# Maj,125,-16.0,No,31,20,60,23,4,4,79,14
Alphaville,Ain't It Strange,fear,-0.0082070707070707,pop,1994,B min,113,-9.54,No,11,67,73,73,6,68,1,3
Alphaville,Apollo,joy,0.1637862137862137,pop,2022,F Maj,133,-11.53,No,20,45,54,19,6,17,21,0
Alphaville,Ariana,fear,0.0486111111111111,pop,1989,C# Maj,178,-12.82,No,30,81,52,85,3,24,4,0
Alphaville,Ascension Day,anger,-0.1329545454545454,pop,1994,D Maj,138,-7.81,No,12,79,60,18,4,14,13,5
Alphaville,Carol Masters,love,0.1738095238095238,pop,1986,G Maj,162,-13.27,No,27,46,54,34,3,26,51,0
Alphaville,Five Years,sadness,0.0868421052631578,pop,1984,A min,137,-9.71,No,73,47,48,29,3,33,40,0
Alphaville,For The Sake Of Love,sadness,0.185,pop,1984,A min,137,-9.47,No,74,48,49,33,3,24,42,0
Alphaville,Forever Young,joy,0.121229739252995,pop,1984,A min,137,-9.47,No,74,48,49,33,3,24,42,0
Alphaville,Giants,joy,0.074025974025974,pop,2017,C# min,140,-11.85,No,17,46,63,22,3,11,56,69
Alphaville,Girl From Pachacamac,joy,-0.0075757575757575,pop,1984,A min,137,-9.47,No,74,48,49,33,3,24,42,0
Alphaville,Golden Feeling,sadness,0.1955194805194805,pop,1984,E Maj,134,-7.87,No,24,71,52,33,3,9,1,0
Alphaville,Guardian Angel,sadness,0.0458333333333333,pop,2006,G# min,130,-9.21,No,30,85,45,38,6,97,0,0
Alphaville,Headlines,sadness,-0.1303571428571428,pop,1989,C Maj,132,-8.68,No,7,83,75,77,3,8,23,0
Alphaville,Heart Of The Flower,sadness,0.1979166666666666,pop,1984,G Maj,98,-8.04,No,70,60,76,20,3,17,4,4
Alphaville,Heaven Or Hell,sadness,0.0328125,pop,1989,B min,103,-17.73,No,14,26,78,54,8,21,23,0
Alphaville,Here By Your Side,sadness,0.06875,pop,1984,A min,137,-9.71,No,73,47,48,29,3,33,40,0
Alphaville,Iron John,joy,0.1784126984126984,pop,1994,G min,174,-9.03,No,25,71,62,76,8,9,14,1
Alphaville,Ivory Tower,sadness,0.1338583200425306,pop,1994,E min,138,-8.43,No,14,75,54,10,4,11,9,0
Alphaville,Middle Of The Riddle,sadness,0.002261396011396,pop,1989,F min,118,-12.46,No,16,54,80,91,3,24,21,1
Alphaville,Monkey In The Moon,joy,0.0442340067340067,pop,1997,F Maj,140,-7.6,No,30,76,53,6,3,10,2,8
Alphaville,Moon Boy,joy,-0.0601851851851851,pop,1984,A min,137,-9.71,No,73,47,48,29,3,33,40,0
Alphaville,New Horizons,joy,0.2015151515151514,pop,1997,C Maj,128,-9.38,No,17,62,61,32,3,6,17,0
Alphaville,Roll Away The Stone,love,0.3642857142857143,pop,1984,A min,137,-9.47,No,74,48,49,33,3,24,42,0
Alphaville,Sensations,joy,0.3016233766233766,pop,1991,C# Maj,162,-7.05,No,31,78,58,60,5,37,5,0
Alphaville,Shadows She Said,sadness,-0.0740756302521008,pop,1984,A min,137,-9.47,No,74,48,49,33,3,24,42,0
Alphaville,Ship Of Fools,joy,0.3864285714285714,pop,1984,A min,137,-9.47,No,74,48,49,33,3,24,42,0
Alphaville,Sister Sun,joy,0.0959235209235209,pop,1989,G Maj,107,-8.98,No,8,80,69,54,4,48,20,5
Alphaville,Some People,sadness,0.0254112554112554,pop,1994,A min,123,-9.27,No,4,74,75,70,5,5,2,0
Alphaville,Soul Messiah,anger,0.255,pop,1997,A# Maj,120,-6.68,No,24,89,56,29,10,29,16,0
Alphaville,Sounds Like A Melody,love,0.274025974025974,pop,1984,B min,97,-6.97,No,59,80,70,44,4,24,4,17
Alphaville,Summer In Berlin,love,0.1651515151515151,pop,1984,C Maj,129,-16.7,No,41,43,70,90,3,15,6,10
Alphaville,The Opium Den,joy,0.026078431372549,pop,1984,A min,137,-9.47,No,74,48,49,33,3,24,42,0
Alphaville,The Other Side Of You,joy,0.1223809523809524,pop,1984,A min,137,-9.47,No,74,48,49,33,3,24,42,0
Alphaville,Wishful Thinking,sadness,-0.0107142857142857,pop,1997,C Maj,140,-5.21,No,27,97,57,50,10,32,7,0
America,A Horse With No Name,joy,0.2824074074074074,rock,1972,B min,123,-17.18,No,80,51,65,83,5,16,69,2
America,Bell Tree,sadness,-0.0222222222222222,rock,1975,E min,77,-15.43,No,23,19,45,23,4,12,70,0
America,Can't Fall Asleep To A Lullaby,sadness,0.2266917293233083,rock,1984,C Maj,118,-12.0,No,15,41,69,36,3,15,10,0
America,Can't You See,sadness,0.8666666666666667,rock,1976,D Maj,136,-15.63,No,15,24,50,30,3,13,5,0
America,Cast The Spirit,sadness,0.024537037037037,rock,1983,D# min,127,-12.79,No,12,50,69,86,4,7,51,0
America,Catch That Train,joy,0.1257142857142857,rock,1980,F Maj,125,-16.07,No,18,37,73,62,3,13,10,0
America,Chasing The Rainbow,joy,0.0833333333333333,rock,2007,C min,110,-7.16,No,29,70,75,48,2,14,14,0
America,Children,joy,0.1416666666666667,rock,1972,G Maj,139,-17.23,No,35,28,39,22,3,10,64,0
America,Christmas In California,joy,0.3163888888888889,rock,2018,D# Maj,114,-11.15,No,6,69,62,74,3,33,22,0
America,Cinderella,joy,0.0972222222222222,rock,1984,A Maj,113,-14.37,No,10,41,66,56,3,11,38,0
America,Clarice,joy,-0.0309027777777777,rock,1972,E min,136,-17.18,No,33,32,39,17,4,6,48,0
America,Close To The Wind,joy,0.0160119047619047,rock,1994,A min,99,-13.57,No,6,38,69,35,3,18,50,0
America,Company,sadness,-0.2666666666666666,rock,1975,G Maj,129,-13.0,No,21,46,47,61,4,9,23,15
America,Desperate Love,sadness,0.0515624999999999,rock,1982,F# min,132,-12.18,No,20,59,64,78,3,20,14,0
America,Don't Cry Baby,love,0.1291666666666666,rock,1977,G Maj,165,-15.61,No,14,28,42,34,3,19,68,0
America,Don't Let It Get You Down,joy,-0.0071428571428571,rock,1976,A Maj,148,-10.31,No,12,70,58,95,4,7,7,0
America,Down To The Water,joy,-0.0940893901420217,rock,1977,G# Maj,107,-13.24,No,10,68,60,64,4,62,48,0
America,Even The Score,sadness,0.0283057851239669,rock,1982,F# min,136,-12.28,No,18,74,57,64,4,8,0,0
America,Foolin',anger,0.1785714285714285,rock,1979,C# min,131,-11.95,No,15,68,64,83,4,10,10,0
America,Garden Of Peace,sadness,0.3008333333333333,rock,1994,E min,85,-13.63,No,8,44,63,51,3,10,59,0
America,Glad To See You,joy,0.1926315789473684,rock,1974,G Maj,95,-12.19,No,31,40,48,30,3,14,78,6
America,God Of The Sun,sadness,-0.0103968253968253,rock,2024,F# Maj,107,-16.41,No,0,27,64,80,4,6,69,0
America,Golden,sadness,0.2171703296703297,rock,1975,E Maj,135,-12.22,No,73,55,44,72,3,11,13,0
America,Goodbye,sadness,0.2277777777777778,rock,1991,A# Maj,121,-10.53,No,18,36,60,44,3,15,78,0
America,Goodbye Highway,sadness,-0.0254850088183421,rock,2019,B Maj,117,-14.24,No,0,10,66,24,3,11,90,0
America,Have Yourself A Merry Little Christmas,joy,0.2476190476190476,rock,1989,C Maj,80,-13.16,No,18,36,43,36,3,11,5,0
America,Here,sadness,0.3,rock,1972,B min,123,-14.34,No,37,28,46,18,4,8,69,0
America,High In The City,joy,0.0946783625730994,rock,1979,E Maj,105,-12.11,No,11,43,52,65,3,9,18,0
America,Hope,joy,0.2126881720430107,rock,2010,C# Maj,86,-5.15,No,66,68,59,12,3,14,51,0
America,In The Country,love,0.3333333333333333,rock,1974,C Maj,134,-8.45,No,20,70,59,39,3,59,14,0
America,In The Sea,joy,0.5133333333333333,rock,2019,C min,120,-7.12,No,69,54,79,78,3,33,83,0
America,International,joy,0.0182417582417582,rock,2011,C# Maj,128,-5.09,No,63,85,61,34,3,43,0,0
America,Jet Boy Blue,anger,0.1590225563909774,rock,2015,E min,156,-4.52,No,57,89,55,36,13,34,1,1
America,Let It Snow,fear,0.1032333921222809,rock,2024,F Maj,128,-12.99,No,3,36,60,58,3,9,45,0
America,Letter,sadness,0.1038461538461538,rock,1998,A Maj,117,-9.0,No,37,58,54,32,3,9,26,1
America,Lonely People,sadness,-0.0617063492063491,rock,1974,G Maj,79,-9.29,No,65,47,56,56,3,7,26,0
America,Love's Worn Out Again,sadness,0.2457142857142857,rock,1983,F Maj,72,-15.54,No,18,29,57,38,3,13,67,0
America,Mad Dog,joy,0.1134615384615384,rock,1974,C Maj,87,-11.8,No,24,39,66,70,3,9,60,1
America,Moon Song,sadness,0.15,rock,1972,G Maj,80,-11.72,No,33,52,36,46,4,7,12,1
America,My Dear,sadness,0.0214285714285714,rock,1997,A min,117,-10.61,No,12,50,81,94,7,30,1,0
America,My Kinda Woman,love,0.3883838383838384,rock,1983,G Maj,132,-11.99,No,21,70,80,97,5,33,40,0
America,Never Be Lonely,sadness,-0.0218518518518518,rock,1982,D Maj,149,-13.76,No,36,55,65,81,4,7,1,0
America,Never Found The Time,joy,-0.0580952380952381,rock,1972,D Maj,109,-17.37,No,35,26,40,34,4,8,87,0
America,No Fortune,sadness,0.0450980392156862,rock,1979,A min,113,-13.15,No,14,32,65,67,3,10,23,0
America,Old Virginia,joy,0.0598072562358276,rock,1975,G Maj,160,-16.17,No,30,25,44,36,4,9,85,6
America,Oloololo,joy,-0.0777777777777777,rock,2024,G# Maj,79,-12.66,No,42,46,62,60,94,59,75,0
America,One Morning,joy,-0.0357753357753357,rock,2016,D Maj,85,-9.0,No,29,50,68,58,3,35,71,0
America,Playing God,sadness,0.3428571428571428,rock,2006,C# Maj,119,-17.13,No,0,45,66,37,5,9,20,9
